voucher_id,voucher_type,txn_date,created_at,account_code,account_name,debit,credit,narration,source,user_id,reversal_of
PUR-00118,Purchase,2024-06-08,2024-06-09 17:14,2101,Sundry Creditors,,221421.10,Madras Hardware Mart inv SI013/2117,PurchaseModule,ACCT-3,
PUR-00119,Purchase,2024-06-02,2024-06-02 12:12,5001,Purchases - Trading Goods,88769.00,,Being goods/services from Green Valley Agro inv SI034/2118,PurchaseModule,ACCT-2,
PUR-00119,Purchase,2024-06-02,2024-06-02 12:12,2301,GST Input Credit,15978.42,,GST input on SI034/2118,PurchaseModule,ACCT-2,
PUR-00119,Purchase,2024-06-02,2024-06-02 12:12,2101,Sundry Creditors,,104747.42,Green Valley Agro inv SI034/2118,PurchaseModule,ACCT-2,
PUR-00120,Purchase,2024-12-24,2024-12-24 10:49,5401,Professional Fees,140901.00,,Being goods/services from Crescent Ceramics inv SI030/2119,PurchaseModule,ACCT-3,
PUR-00120,Purchase,2024-12-24,2024-12-24 10:49,2301,GST Input Credit,25362.18,,GST input on SI030/2119,PurchaseModule,ACCT-3,
PUR-00120,Purchase,2024-12-24,2024-12-24 10:49,2101,Sundry Creditors,,166263.18,Crescent Ceramics inv SI030/2119,PurchaseModule,ACCT-3,
PUR-00121,Purchase,2024-04-20,2024-04-21 11:55,5401,Professional Fees,120924.00,,Being goods/services from Crescent Ceramics inv SI030/2120,PurchaseModule,ACCT-2,
PUR-00121,Purchase,2024-04-20,2024-04-21 11:55,2301,GST Input Credit,21766.32,,GST input on SI030/2120,PurchaseModule,ACCT-2,
PUR-00121,Purchase,2024-04-20,2024-04-21 11:55,2101,Sundry Creditors,,142690.32,Crescent Ceramics inv SI030/2120,PurchaseModule,ACCT-2,
PUR-00122,Purchase,2024-08-03,2024-08-03 18:23,5201,Rent Expense,67725.00,,Being goods/services from Pioneer Plastics inv SI017/2121,PurchaseModule,ACCT-2,
PUR-00122,Purchase,2024-08-03,2024-08-03 18:23,2301,GST Input Credit,12190.50,,GST input on SI017/2121,PurchaseModule,ACCT-2,
PUR-00122,Purchase,2024-08-03,2024-08-03 18:23,2101,Sundry Creditors,,79915.50,Pioneer Plastics inv SI017/2121,PurchaseModule,ACCT-2,
PUR-00123,Purchase,2024-09-01,2024-09-01 11:59,5301,Repairs & Maintenance,25937.00,,Being goods/services from Green Valley Agro inv SI034/2122,PurchaseModule,ACCT-2,
PUR-00123,Purchase,2024-09-01,2024-09-01 11:59,2301,GST Input Credit,4668.66,,GST input on SI034/2122,PurchaseModule,ACCT-2,
PUR-00123,Purchase,2024-09-01,2024-09-01 11:59,2101,Sundry Creditors,,30605.66,Green Valley Agro inv SI034/2122,PurchaseModule,ACCT-2,
PUR-00124,Purchase,2024-05-16,2024-05-16 12:39,5001,Purchases - Trading Goods,175395.00,,Being goods/services from National Weighbridge inv SI041/2123,PurchaseModule,ACCT-1,
PUR-00124,Purchase,2024-05-16,2024-05-16 12:39,2301,GST Input Credit,31571.10,,GST input on SI041/2123,PurchaseModule,ACCT-1,
PUR-00124,Purchase,2024-05-16,2024-05-16 12:39,2101,Sundry Creditors,,206966.10,National Weighbridge inv SI041/2123,PurchaseModule,ACCT-1,
PUR-00125,Purchase,2024-06-01,2024-06-02 17:06,5901,Miscellaneous Expenses,42916.00,,Being goods/services from Madras Hardware Mart inv SI013/2124,PurchaseModule,ACCT-1,
PUR-00125,Purchase,2024-06-01,2024-06-02 17:06,2301,GST Input Credit,7724.88,,GST input on SI013/2124,PurchaseModule,ACCT-1,
PUR-00125,Purchase,2024-06-01,2024-06-02 17:06,2101,Sundry Creditors,,50640.88,Madras Hardware Mart inv SI013/2124,PurchaseModule,ACCT-1,
PUR-00126,Purchase,2024-12-25,2024-12-26 10:00,5301,Repairs & Maintenance,156829.00,,Being goods/services from Ganga Traders inv SI007/2125,PurchaseModule,ACCT-3,
PUR-00126,Purchase,2024-12-25,2024-12-26 10:00,2301,GST Input Credit,28229.22,,GST input on SI007/2125,PurchaseModule,ACCT-3,
PUR-00126,Purchase,2024-12-25,2024-12-26 10:00,2101,Sundry Creditors,,185058.22,Ganga Traders inv SI007/2125,PurchaseModule,ACCT-3,
PUR-00127,Purchase,2024-11-08,2024-11-08 15:41,5101,Freight & Cartage,178296.00,,Being goods/services from Universal Bearings inv SI022/2126,PurchaseModule,ACCT-2,
PUR-00127,Purchase,2024-11-08,2024-11-08 15:41,2301,GST Input Credit,32093.28,,GST input on SI022/2126,PurchaseModule,ACCT-2,
PUR-00127,Purchase,2024-11-08,2024-11-08 15:41,2101,Sundry Creditors,,210389.28,Universal Bearings inv SI022/2126,PurchaseModule,ACCT-2,
PUR-00128,Purchase,2025-01-20,2025-01-21 10:23,5301,Repairs & Maintenance,131157.00,,Being goods/services from Venus Adhesives inv SI023/2127,PurchaseModule,ACCT-3,
PUR-00128,Purchase,2025-01-20,2025-01-21 10:23,2301,GST Input Credit,23608.26,,GST input on SI023/2127,PurchaseModule,ACCT-3,
PUR-00128,Purchase,2025-01-20,2025-01-21 10:23,2101,Sundry Creditors,,154765.26,Venus Adhesives inv SI023/2127,PurchaseModule,ACCT-3,
PUR-00129,Purchase,2024-10-14,2024-10-14 15:33,5401,Professional Fees,74559.00,,Being goods/services from Venus Adhesives inv SI023/2128,PurchaseModule,ACCT-3,
PUR-00129,Purchase,2024-10-14,2024-10-14 15:33,2301,GST Input Credit,13420.62,,GST input on SI023/2128,PurchaseModule,ACCT-3,
PUR-00129,Purchase,2024-10-14,2024-10-14 15:33,2101,Sundry Creditors,,87979.62,Venus Adhesives inv SI023/2128,PurchaseModule,ACCT-3,
PUR-00130,Purchase,2024-06-30,2024-06-30 12:00,5201,Rent Expense,61406.00,,Being goods/services from Himalaya Papers inv SI008/2129,PurchaseModule,ACCT-1,
PUR-00130,Purchase,2024-06-30,2024-06-30 12:00,2301,GST Input Credit,11053.08,,GST input on SI008/2129,PurchaseModule,ACCT-1,
PUR-00130,Purchase,2024-06-30,2024-06-30 12:00,2101,Sundry Creditors,,72459.08,Himalaya Papers inv SI008/2129,PurchaseModule,ACCT-1,
PUR-00131,Purchase,2024-09-28,2024-09-28 15:04,5401,Professional Fees,163833.00,,Being goods/services from Balaji Packaging Co inv SI002/2130,PurchaseModule,ACCT-2,
PUR-00131,Purchase,2024-09-28,2024-09-28 15:04,2301,GST Input Credit,29489.94,,GST input on SI002/2130,PurchaseModule,ACCT-2,
PUR-00131,Purchase,2024-09-28,2024-09-28 15:04,2101,Sundry Creditors,,193322.94,Balaji Packaging Co inv SI002/2130,PurchaseModule,ACCT-2,
PUR-00132,Purchase,2024-05-27,2024-05-27 13:51,5201,Rent Expense,233660.00,,Being goods/services from Divya Safety Equipments inv SI031/2131,PurchaseModule,ACCT-1,
PUR-00132,Purchase,2024-05-27,2024-05-27 13:51,2301,GST Input Credit,42058.80,,GST input on SI031/2131,PurchaseModule,ACCT-1,
PUR-00132,Purchase,2024-05-27,2024-05-27 13:51,2101,Sundry Creditors,,275718.80,Divya Safety Equipments inv SI031/2131,PurchaseModule,ACCT-1,
PUR-00133,Purchase,2024-12-09,2024-12-09 12:27,5101,Freight & Cartage,127540.00,,Being goods/services from Xpress Couriers inv SI025/2132,PurchaseModule,ACCT-3,
PUR-00133,Purchase,2024-12-09,2024-12-09 12:27,2301,GST Input Credit,22957.20,,GST input on SI025/2132,PurchaseModule,ACCT-3,
PUR-00133,Purchase,2024-12-09,2024-12-09 12:27,2101,Sundry Creditors,,150497.20,Xpress Couriers inv SI025/2132,PurchaseModule,ACCT-3,
PUR-00134,Purchase,2024-06-20,2024-06-20 17:01,5201,Rent Expense,119312.00,,Being goods/services from Krishna Cement Agency inv SI038/2133,PurchaseModule,ACCT-1,
PUR-00134,Purchase,2024-06-20,2024-06-20 17:01,2301,GST Input Credit,21476.16,,GST input on SI038/2133,PurchaseModule,ACCT-1,
PUR-00134,Purchase,2024-06-20,2024-06-20 17:01,2101,Sundry Creditors,,140788.16,Krishna Cement Agency inv SI038/2133,PurchaseModule,ACCT-1,
PUR-00135,Purchase,2025-03-26,2025-03-26 13:41,5901,Miscellaneous Expenses,101804.00,,Being goods/services from Venus Adhesives inv SI023/2134,PurchaseModule,ACCT-1,
PUR-00135,Purchase,2025-03-26,2025-03-26 13:41,2301,GST Input Credit,18324.72,,GST input on SI023/2134,PurchaseModule,ACCT-1,
PUR-00135,Purchase,2025-03-26,2025-03-26 13:41,2101,Sundry Creditors,,120128.72,Venus Adhesives inv SI023/2134,PurchaseModule,ACCT-1,
PUR-00136,Purchase,2024-08-01,2024-08-02 12:32,5001,Purchases - Trading Goods,151349.00,,Being goods/services from Prakash Machinery inv SI043/2135,PurchaseModule,ACCT-2,
PUR-00136,Purchase,2024-08-01,2024-08-02 12:32,2301,GST Input Credit,27242.82,,GST input on SI043/2135,PurchaseModule,ACCT-2,
PUR-00136,Purchase,2024-08-01,2024-08-02 12:32,2101,Sundry Creditors,,178591.82,Prakash Machinery inv SI043/2135,PurchaseModule,ACCT-2,
PUR-00137,Purchase,2025-03-15,2025-03-15 18:00,5001,Purchases - Trading Goods,167875.00,,Being goods/services from Orient Glass House inv SI042/2136,PurchaseModule,ACCT-3,
PUR-00137,Purchase,2025-03-15,2025-03-15 18:00,2301,GST Input Credit,30217.50,,GST input on SI042/2136,PurchaseModule,ACCT-3,
PUR-00137,Purchase,2025-03-15,2025-03-15 18:00,2101,Sundry Creditors,,198092.50,Orient Glass House inv SI042/2136,PurchaseModule,ACCT-3,
PUR-00138,Purchase,2024-10-31,2024-11-01 12:17,5001,Purchases - Trading Goods,164034.00,,Being goods/services from Yamuna Enterprises inv SI026/2137,PurchaseModule,ACCT-2,
PUR-00138,Purchase,2024-10-31,2024-11-01 12:17,2301,GST Input Credit,29526.12,,GST input on SI026/2137,PurchaseModule,ACCT-2,
PUR-00138,Purchase,2024-10-31,2024-11-01 12:17,2101,Sundry Creditors,,193560.12,Yamuna Enterprises inv SI026/2137,PurchaseModule,ACCT-2,
PUR-00139,Purchase,2024-04-27,2024-04-28 15:49,5101,Freight & Cartage,100590.00,,Being goods/services from Deccan Logistics inv SI004/2138,PurchaseModule,ACCT-2,
PUR-00139,Purchase,2024-04-27,2024-04-28 15:49,2301,GST Input Credit,18106.20,,GST input on SI004/2138,PurchaseModule,ACCT-2,
PUR-00139,Purchase,2024-04-27,2024-04-28 15:49,2101,Sundry Creditors,,118696.20,Deccan Logistics inv SI004/2138,PurchaseModule,ACCT-2,
PUR-00140,Purchase,2024-11-23,2024-11-24 16:51,5901,Miscellaneous Expenses,56070.00,,Being goods/services from Shree Ram Traders inv SI014/2139,PurchaseModule,ACCT-2,
PUR-00140,Purchase,2024-11-23,2024-11-24 16:51,2301,GST Input Credit,10092.60,,GST input on SI014/2139,PurchaseModule,ACCT-2,
PUR-00140,Purchase,2024-11-23,2024-11-24 16:51,2101,Sundry Creditors,,66162.60,Shree Ram Traders inv SI014/2139,PurchaseModule,ACCT-2,
PUR-00141,Purchase,2025-01-23,2025-01-23 18:35,5401,Professional Fees,201247.00,,Being goods/services from Crescent Ceramics inv SI030/2140,PurchaseModule,ACCT-2,
PUR-00141,Purchase,2025-01-23,2025-01-23 18:35,2301,GST Input Credit,36224.46,,GST input on SI030/2140,PurchaseModule,ACCT-2,
PUR-00141,Purchase,2025-01-23,2025-01-23 18:35,2101,Sundry Creditors,,237471.46,Crescent Ceramics inv SI030/2140,PurchaseModule,ACCT-2,
PUR-00142,Purchase,2024-08-26,2024-08-27 18:41,5201,Rent Expense,42007.00,,Being goods/services from Universal Bearings inv SI022/2141,PurchaseModule,ACCT-3,
PUR-00142,Purchase,2024-08-26,2024-08-27 18:41,2301,GST Input Credit,7561.26,,GST input on SI022/2141,PurchaseModule,ACCT-3,
PUR-00142,Purchase,2024-08-26,2024-08-27 18:41,2101,Sundry Creditors,,49568.26,Universal Bearings inv SI022/2141,PurchaseModule,ACCT-3,
PUR-00143,Purchase,2024-06-28,2024-06-28 16:11,5001,Purchases - Trading Goods,130149.00,,Being goods/services from Xpress Couriers inv SI025/2142,PurchaseModule,ACCT-1,
PUR-00143,Purchase,2024-06-28,2024-06-28 16:11,2301,GST Input Credit,23426.82,,GST input on SI025/2142,PurchaseModule,ACCT-1,
PUR-00143,Purchase,2024-06-28,2024-06-28 16:11,2101,Sundry Creditors,,153575.82,Xpress Couriers inv SI025/2142,PurchaseModule,ACCT-1,
PUR-00144,Purchase,2025-02-15,2025-02-16 13:58,5401,Professional Fees,100673.00,,Being goods/services from Zenith Abrasives inv SI027/2143,PurchaseModule,ACCT-1,
PUR-00144,Purchase,2025-02-15,2025-02-16 13:58,2301,GST Input Credit,18121.14,,GST input on SI027/2143,PurchaseModule,ACCT-1,
PUR-00144,Purchase,2025-02-15,2025-02-16 13:58,2101,Sundry Creditors,,118794.14,Zenith Abrasives inv SI027/2143,PurchaseModule,ACCT-1,
PUR-00145,Purchase,2024-10-29,2024-10-29 09:40,5001,Purchases - Trading Goods,119746.00,,Being goods/services from Xpress Couriers inv SI025/2144,PurchaseModule,ACCT-1,
PUR-00145,Purchase,2024-10-29,2024-10-29 09:40,2301,GST Input Credit,21554.28,,GST input on SI025/2144,PurchaseModule,ACCT-1,
PUR-00145,Purchase,2024-10-29,2024-10-29 09:40,2101,Sundry Creditors,,141300.28,Xpress Couriers inv SI025/2144,PurchaseModule,ACCT-1,
PUR-00146,Purchase,2024-07-26,2024-07-27 15:50,5901,Miscellaneous Expenses,124944.00,,Being goods/services from Everest Scaffolding inv SI032/2145,PurchaseModule,ACCT-3,
PUR-00146,Purchase,2024-07-26,2024-07-27 15:50,2301,GST Input Credit,22489.92,,GST input on SI032/2145,PurchaseModule,ACCT-3,
PUR-00146,Purchase,2024-07-26,2024-07-27 15:50,2101,Sundry Creditors,,147433.92,Everest Scaffolding inv SI032/2145,PurchaseModule,ACCT-3,
PUR-00147,Purchase,2025-02-08,2025-02-09 13:11,5401,Professional Fees,225102.00,,Being goods/services from Himalaya Papers inv SI008/2146,PurchaseModule,ACCT-1,
PUR-00147,Purchase,2025-02-08,2025-02-09 13:11,2301,GST Input Credit,40518.36,,GST input on SI008/2146,PurchaseModule,ACCT-1,
PUR-00147,Purchase,2025-02-08,2025-02-09 13:11,2101,Sundry Creditors,,265620.36,Himalaya Papers inv SI008/2146,PurchaseModule,ACCT-1,
PUR-00148,Purchase,2024-10-18,2024-10-19 18:14,5201,Rent Expense,31941.00,,Being goods/services from Deccan Logistics inv SI004/2147,PurchaseModule,ACCT-1,
PUR-00148,Purchase,2024-10-18,2024-10-19 18:14,2301,GST Input Credit,5749.38,,GST input on SI004/2147,PurchaseModule,ACCT-1,
PUR-00148,Purchase,2024-10-18,2024-10-19 18:14,2101,Sundry Creditors,,37690.38,Deccan Logistics inv SI004/2147,PurchaseModule,ACCT-1,
PUR-00149,Purchase,2024-05-19,2024-05-20 09:01,5901,Miscellaneous Expenses,141952.00,,Being goods/services from Crescent Ceramics inv SI030/2148,PurchaseModule,ACCT-3,
PUR-00149,Purchase,2024-05-19,2024-05-20 09:01,2301,GST Input Credit,25551.36,,GST input on SI030/2148,PurchaseModule,ACCT-3,
PUR-00149,Purchase,2024-05-19,2024-05-20 09:01,2101,Sundry Creditors,,167503.36,Crescent Ceramics inv SI030/2148,PurchaseModule,ACCT-3,
PUR-00150,Purchase,2024-04-05,2024-04-06 17:07,5401,Professional Fees,25463.00,,Being goods/services from Jyoti Electrodes inv SI037/2149,PurchaseModule,ACCT-2,
PUR-00150,Purchase,2024-04-05,2024-04-06 17:07,2301,GST Input Credit,4583.34,,GST input on SI037/2149,PurchaseModule,ACCT-2,
PUR-00150,Purchase,2024-04-05,2024-04-06 17:07,2101,Sundry Creditors,,30046.34,Jyoti Electrodes inv SI037/2149,PurchaseModule,ACCT-2,
PUR-00151,Purchase,2025-03-09,2025-03-09 14:39,5401,Professional Fees,172228.00,,Being goods/services from Sunrise Solvents inv SI020/2150,PurchaseModule,ACCT-1,
PUR-00151,Purchase,2025-03-09,2025-03-09 14:39,2301,GST Input Credit,31001.04,,GST input on SI020/2150,PurchaseModule,ACCT-1,
PUR-00151,Purchase,2025-03-09,2025-03-09 14:39,2101,Sundry Creditors,,203229.04,Sunrise Solvents inv SI020/2150,PurchaseModule,ACCT-1,
PUR-00152,Purchase,2025-03-20,2025-03-21 16:14,5301,Repairs & Maintenance,136852.00,,Being goods/services from Shree Ram Traders inv SI014/2151,PurchaseModule,ACCT-3,
PUR-00152,Purchase,2025-03-20,2025-03-21 16:14,2301,GST Input Credit,24633.36,,GST input on SI014/2151,PurchaseModule,ACCT-3,
PUR-00152,Purchase,2025-03-20,2025-03-21 16:14,2101,Sundry Creditors,,161485.36,Shree Ram Traders inv SI014/2151,PurchaseModule,ACCT-3,
PUR-00153,Purchase,2025-02-16,2025-02-17 15:07,5301,Repairs & Maintenance,207057.00,,Being goods/services from Kaveri Transport Co inv SI011/2152,PurchaseModule,ACCT-3,
PUR-00153,Purchase,2025-02-16,2025-02-17 15:07,2301,GST Input Credit,37270.26,,GST input on SI011/2152,PurchaseModule,ACCT-3,
PUR-00153,Purchase,2025-02-16,2025-02-17 15:07,2101,Sundry Creditors,,244327.26,Kaveri Transport Co inv SI011/2152,PurchaseModule,ACCT-3,
PUR-00154,Purchase,2024-05-05,2024-05-05 17:30,5901,Miscellaneous Expenses,212619.00,,Being goods/services from Madras Hardware Mart inv SI013/2153,PurchaseModule,ACCT-3,
PUR-00154,Purchase,2024-05-05,2024-05-05 17:30,2301,GST Input Credit,38271.42,,GST input on SI013/2153,PurchaseModule,ACCT-3,
PUR-00154,Purchase,2024-05-05,2024-05-05 17:30,2101,Sundry Creditors,,250890.42,Madras Hardware Mart inv SI013/2153,PurchaseModule,ACCT-3,
PUR-00155,Purchase,2024-08-17,2024-08-18 16:09,5401,Professional Fees,68257.00,,Being goods/services from Ganga Traders inv SI007/2154,PurchaseModule,ACCT-2,
PUR-00155,Purchase,2024-08-17,2024-08-18 16:09,2301,GST Input Credit,12286.26,,GST input on SI007/2154,PurchaseModule,ACCT-2,
PUR-00155,Purchase,2024-08-17,2024-08-18 16:09,2101,Sundry Creditors,,80543.26,Ganga Traders inv SI007/2154,PurchaseModule,ACCT-2,
PUR-00156,Purchase,2024-07-20,2024-07-20 14:13,5401,Professional Fees,213043.00,,Being goods/services from Everest Scaffolding inv SI032/2155,PurchaseModule,ACCT-3,
PUR-00156,Purchase,2024-07-20,2024-07-20 14:13,2301,GST Input Credit,38347.74,,GST input on SI032/2155,PurchaseModule,ACCT-3,
PUR-00156,Purchase,2024-07-20,2024-07-20 14:13,2101,Sundry Creditors,,251390.74,Everest Scaffolding inv SI032/2155,PurchaseModule,ACCT-3,
PUR-00157,Purchase,2024-08-21,2024-08-22 14:25,5401,Professional Fees,107125.00,,Being goods/services from Jyoti Electrodes inv SI037/2156,PurchaseModule,ACCT-3,
PUR-00157,Purchase,2024-08-21,2024-08-22 14:25,2301,GST Input Credit,19282.50,,GST input on SI037/2156,PurchaseModule,ACCT-3,
PUR-00157,Purchase,2024-08-21,2024-08-22 14:25,2101,Sundry Creditors,,126407.50,Jyoti Electrodes inv SI037/2156,PurchaseModule,ACCT-3,
PUR-00158,Purchase,2024-08-03,2024-08-03 12:46,5101,Freight & Cartage,153148.00,,Being goods/services from Agarwal Steel Suppliers inv SI001/2157,PurchaseModule,ACCT-1,
PUR-00158,Purchase,2024-08-03,2024-08-03 12:46,2301,GST Input Credit,27566.64,,GST input on SI001/2157,PurchaseModule,ACCT-1,
PUR-00158,Purchase,2024-08-03,2024-08-03 12:46,2101,Sundry Creditors,,180714.64,Agarwal Steel Suppliers inv SI001/2157,PurchaseModule,ACCT-1,
PUR-00159,Purchase,2024-11-14,2024-11-15 13:22,5001,Purchases - Trading Goods,54631.00,,Being goods/services from Falcon Security Services inv SI033/2158,PurchaseModule,ACCT-1,
PUR-00159,Purchase,2024-11-14,2024-11-15 13:22,2301,GST Input Credit,9833.58,,GST input on SI033/2158,PurchaseModule,ACCT-1,
PUR-00159,Purchase,2024-11-14,2024-11-15 13:22,2101,Sundry Creditors,,64464.58,Falcon Security Services inv SI033/2158,PurchaseModule,ACCT-1,
PUR-00160,Purchase,2024-05-20,2024-05-21 10:28,5101,Freight & Cartage,73661.00,,Being goods/services from Divya Safety Equipments inv SI031/2159,PurchaseModule,ACCT-3,
PUR-00160,Purchase,2024-05-20,2024-05-21 10:28,2301,GST Input Credit,13258.98,,GST input on SI031/2159,PurchaseModule,ACCT-3,
PUR-00160,Purchase,2024-05-20,2024-05-21 10:28,2101,Sundry Creditors,,86919.98,Divya Safety Equipments inv SI031/2159,PurchaseModule,ACCT-3,
PUR-00161,Purchase,2025-03-02,2025-03-02 17:05,5001,Purchases - Trading Goods,88281.00,,Being goods/services from Bharat Lubricants inv SI029/2160,PurchaseModule,ACCT-1,
PUR-00161,Purchase,2025-03-02,2025-03-02 17:05,2301,GST Input Credit,15890.58,,GST input on SI029/2160,PurchaseModule,ACCT-1,
PUR-00161,Purchase,2025-03-02,2025-03-02 17:05,2101,Sundry Creditors,,104171.58,Bharat Lubricants inv SI029/2160,PurchaseModule,ACCT-1,
PUR-00162,Purchase,2024-08-24,2024-08-25 10:23,5301,Repairs & Maintenance,122375.00,,Being goods/services from Sunrise Solvents inv SI020/2161,PurchaseModule,ACCT-2,
PUR-00162,Purchase,2024-08-24,2024-08-25 10:23,2301,GST Input Credit,22027.50,,GST input on SI020/2161,PurchaseModule,ACCT-2,
PUR-00162,Purchase,2024-08-24,2024-08-25 10:23,2101,Sundry Creditors,,144402.50,Sunrise Solvents inv SI020/2161,PurchaseModule,ACCT-2,
PUR-00163,Purchase,2024-10-25,2024-10-26 17:07,5201,Rent Expense,158642.00,,Being goods/services from Eastern Electricals inv SI005/2162,PurchaseModule,ACCT-3,
PUR-00163,Purchase,2024-10-25,2024-10-26 17:07,2301,GST Input Credit,28555.56,,GST input on SI005/2162,PurchaseModule,ACCT-3,
PUR-00163,Purchase,2024-10-25,2024-10-26 17:07,2101,Sundry Creditors,,187197.56,Eastern Electricals inv SI005/2162,PurchaseModule,ACCT-3,
PUR-00164,Purchase,2024-06-01,2024-06-02 11:23,5201,Rent Expense,43982.00,,Being goods/services from Madras Hardware Mart inv SI013/2163,PurchaseModule,ACCT-1,
PUR-00164,Purchase,2024-06-01,2024-06-02 11:23,2301,GST Input Credit,7916.76,,GST input on SI013/2163,PurchaseModule,ACCT-1,
PUR-00164,Purchase,2024-06-01,2024-06-02 11:23,2101,Sundry Creditors,,51898.76,Madras Hardware Mart inv SI013/2163,PurchaseModule,ACCT-1,
PUR-00165,Purchase,2024-10-21,2024-10-22 12:46,5901,Miscellaneous Expenses,67300.00,,Being goods/services from Prakash Machinery inv SI043/2164,PurchaseModule,ACCT-1,
PUR-00165,Purchase,2024-10-21,2024-10-22 12:46,2301,GST Input Credit,12114.00,,GST input on SI043/2164,PurchaseModule,ACCT-1,
PUR-00165,Purchase,2024-10-21,2024-10-22 12:46,2101,Sundry Creditors,,79414.00,Prakash Machinery inv SI043/2164,PurchaseModule,ACCT-1,
PUR-00166,Purchase,2025-01-07,2025-01-07 18:46,5101,Freight & Cartage,217362.00,,Being goods/services from Indus Metal Works inv SI009/2165,PurchaseModule,ACCT-3,
PUR-00166,Purchase,2025-01-07,2025-01-07 18:46,2301,GST Input Credit,39125.16,,GST input on SI009/2165,PurchaseModule,ACCT-3,
PUR-00166,Purchase,2025-01-07,2025-01-07 18:46,2101,Sundry Creditors,,256487.16,Indus Metal Works inv SI009/2165,PurchaseModule,ACCT-3,
PUR-00167,Purchase,2025-03-30,2025-03-30 16:47,5201,Rent Expense,102589.00,,Being goods/services from Quality Fasteners inv SI018/2166,PurchaseModule,ACCT-3,
PUR-00167,Purchase,2025-03-30,2025-03-30 16:47,2301,GST Input Credit,18466.02,,GST input on SI018/2166,PurchaseModule,ACCT-3,
PUR-00167,Purchase,2025-03-30,2025-03-30 16:47,2101,Sundry Creditors,,121055.02,Quality Fasteners inv SI018/2166,PurchaseModule,ACCT-3,
PUR-00168,Purchase,2025-01-03,2025-01-03 09:12,5001,Purchases - Trading Goods,218793.00,,Being goods/services from Anand Auto Parts inv SI028/2167,PurchaseModule,ACCT-1,
PUR-00168,Purchase,2025-01-03,2025-01-03 09:12,2301,GST Input Credit,39382.74,,GST input on SI028/2167,PurchaseModule,ACCT-1,
PUR-00168,Purchase,2025-01-03,2025-01-03 09:12,2101,Sundry Creditors,,258175.74,Anand Auto Parts inv SI028/2167,PurchaseModule,ACCT-1,
PUR-00169,Purchase,2024-10-18,2024-10-19 18:59,5101,Freight & Cartage,192965.00,,Being goods/services from Balaji Packaging Co inv SI002/2168,PurchaseModule,ACCT-1,
PUR-00169,Purchase,2024-10-18,2024-10-19 18:59,2301,GST Input Credit,34733.70,,GST input on SI002/2168,PurchaseModule,ACCT-1,
PUR-00169,Purchase,2024-10-18,2024-10-19 18:59,2101,Sundry Creditors,,227698.70,Balaji Packaging Co inv SI002/2168,PurchaseModule,ACCT-1,
PUR-00170,Purchase,2024-06-09,2024-06-09 14:19,5401,Professional Fees,2112.00,,Being goods/services from Jaipur Textiles House inv SI010/2169,PurchaseModule,ACCT-2,
PUR-00170,Purchase,2024-06-09,2024-06-09 14:19,2301,GST Input Credit,380.16,,GST input on SI010/2169,PurchaseModule,ACCT-2,
PUR-00170,Purchase,2024-06-09,2024-06-09 14:19,2101,Sundry Creditors,,2492.16,Jaipur Textiles House inv SI010/2169,PurchaseModule,ACCT-2,
PUR-00171,Purchase,2024-06-09,2024-06-09 17:27,5401,Professional Fees,128366.00,,Being goods/services from Yamuna Enterprises inv SI026/2170,PurchaseModule,ACCT-2,
PUR-00171,Purchase,2024-06-09,2024-06-09 17:27,2301,GST Input Credit,23105.88,,GST input on SI026/2170,PurchaseModule,ACCT-2,
PUR-00171,Purchase,2024-06-09,2024-06-09 17:27,2101,Sundry Creditors,,151471.88,Yamuna Enterprises inv SI026/2170,PurchaseModule,ACCT-2,
PUR-00172,Purchase,2024-06-06,2024-06-06 16:09,5201,Rent Expense,35236.00,,Being goods/services from National Weighbridge inv SI041/2171,PurchaseModule,ACCT-1,
PUR-00172,Purchase,2024-06-06,2024-06-06 16:09,2301,GST Input Credit,6342.48,,GST input on SI041/2171,PurchaseModule,ACCT-1,
PUR-00172,Purchase,2024-06-06,2024-06-06 16:09,2101,Sundry Creditors,,41578.48,National Weighbridge inv SI041/2171,PurchaseModule,ACCT-1,
PUR-00173,Purchase,2025-03-23,2025-03-23 14:35,5201,Rent Expense,85941.00,,Being goods/services from Lakshmi Industrial Stores inv SI012/2172,PurchaseModule,ACCT-2,
PUR-00173,Purchase,2025-03-23,2025-03-23 14:35,2301,GST Input Credit,15469.38,,GST input on SI012/2172,PurchaseModule,ACCT-2,
PUR-00173,Purchase,2025-03-23,2025-03-23 14:35,2101,Sundry Creditors,,101410.38,Lakshmi Industrial Stores inv SI012/2172,PurchaseModule,ACCT-2,
PUR-00174,Purchase,2024-11-17,2024-11-18 17:17,5301,Repairs & Maintenance,134204.00,,Being goods/services from Royal Stationers inv SI019/2173,PurchaseModule,ACCT-3,
PUR-00174,Purchase,2024-11-17,2024-11-18 17:17,2301,GST Input Credit,24156.72,,GST input on SI019/2173,PurchaseModule,ACCT-3,
PUR-00174,Purchase,2024-11-17,2024-11-18 17:17,2101,Sundry Creditors,,158360.72,Royal Stationers inv SI019/2173,PurchaseModule,ACCT-3,
PUR-00175,Purchase,2024-12-08,2024-12-09 16:19,5101,Freight & Cartage,232281.00,,Being goods/services from Fortune Chemicals inv SI006/2174,PurchaseModule,ACCT-3,
